user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
523,29.0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,7,2,0,0,0,0,0,24357.14285714286,16578.571428571428,0.6785714285714286,0.32142857142857145,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.39285714285714285,0.32142857142857145,1
524,24.0,0,4,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500.0,4341.176470588235,0.7058823529411765,0.29411764705882354,0.0,0.0,0,0,0.23529411764705882,0.0,0.35294117647058826,0.29411764705882354,1
525,24.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,29964.285714285714,10971.42857142857,0.8214285714285714,0.17857142857142858,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.6071428571428571,0.10714285714285714,1
526,24.0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9692.857142857143,31242.85714285714,0.39285714285714285,0.6071428571428571,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.17857142857142858,0.5357142857142857,1
527,27.0,0,3,0,0,0,1,0,0,0,0,2,1,0,1,2,0,7,10,4,3,3,7,0,0,26096.428571428572,14839.285714285714,0.6785714285714286,0.32142857142857145,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,1
528,24.0,0,4,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7557.142857142857,33378.57142857143,0.32142857142857145,0.6785714285714286,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.6071428571428571,1
530,24.0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,4,0,1,5,4,2,0,3,0,0,2389.285714285714,38546.42857142857,0.21428571428571427,0.7857142857142857,0.0,0.0,0,0,0.0,0.25,0.17857142857142858,0.5357142857142857,1
531,25.0,1,0,1,0,0,1,0,0,0,0,3,2,3,0,0,0,5,4,2,0,0,1,0,0,29810.714285714286,11125.0,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.4642857142857143,0.25,1
532,25.0,1,4,3,2,2,1,2,1,0,0,2,4,2,2,5,1,3,1,0,0,0,0,0,0,13364.285714285714,27571.428571428572,0.42857142857142855,0.5714285714285714,0.0,0.0,0,0,0.07142857142857142,0.17857142857142858,0.39285714285714285,0.32142857142857145,1
533,23.0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,1,1,0,4,0,0,0,0,0,0,21128.571428571428,19807.14285714286,0.39285714285714285,0.6071428571428571,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.32142857142857145,0.39285714285714285,1
