user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
1056,20.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,15057.92,14287.84,0.36,0.4,0.12,0.2,0.0,0.0,0.1,0.26,0.42,0.36,4
1057,24.0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29345.76,0.0,0.76,0.0,0.32,0.0,0.0,0.0,0.36,0.0,0.78,0.0,4
1058,23.0,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,1,6,4,0,0,0,0,0,13201.96,16143.8,0.3,0.46,0.1,0.22,0.0,0.0,0.1,0.26,0.3,0.48,4
1059,52.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7553.98,21791.78,0.2,0.56,0.12,0.2,0.0,0.0,0.12,0.24,0.2,0.58,4
1060,24.0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21359.94,7985.82,0.44,0.32,0.22,0.1,0.0,0.0,0.24,0.12,0.44,0.34,4
1061,31.0,1,3,2,1,0,0,0,1,0,0,5,2,1,2,0,1,8,10,14,3,4,4,0,1,8815.98,20529.78,0.12,0.64,0.1,0.22,0.0,0.0,0.16,0.2,0.12,0.66,4
1062,28.0,0,2,0,2,0,1,1,0,0,1,7,5,4,11,13,7,9,32,37,23,13,16,2,2,17995.96,11349.8,0.4,0.36,0.14,0.18,0.0,0.0,0.08,0.28,0.42,0.36,4
1063,24.0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,1,2,1,1,1,0,1,0,0,2356.0,26989.76,0.06,0.7,0.04,0.28,0.0,0.0,0.04,0.32,0.06,0.72,4
1064,21.0,0,1,1,0,0,1,0,0,0,0,2,0,2,2,1,0,4,12,3,1,1,6,0,0,5253.86,24091.9,0.14,0.62,0.08,0.24,0.0,0.0,0.04,0.32,0.16,0.62,4
1065,23.0,1,3,3,0,1,1,1,0,0,0,3,0,0,6,4,4,8,11,6,4,4,10,3,0,7630.192660550459,15842.036697247706,0.13761467889908258,0.5321100917431193,0.24770642201834864,0.3119266055045872,0.009174311926605505,0.009174311926605505,0.09174311926605505,0.3119266055045872,0.26605504587155965,0.5779816513761468,4
1066,33.0,1,0,1,0,0,0,1,0,0,0,6,1,1,4,4,1,1,3,1,2,3,2,0,0,21143.86,8201.9,0.44,0.32,0.2,0.12,0.0,0.0,0.12,0.24,0.54,0.24,4
1067,24.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18925.82,10419.94,0.48,0.28,0.22,0.1,0.0,0.0,0.12,0.24,0.58,0.2,4
1068,24.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17536.055555555555,17922.194444444445,0.2777777777777778,0.4444444444444444,0.1388888888888889,0.2222222222222222,0.0,0.0,0.05555555555555555,0.3611111111111111,0.3611111111111111,0.3055555555555556,4
1069,24.0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25537.78,3807.98,0.66,0.1,0.28,0.04,0.0,0.0,0.2,0.16,0.72,0.06,4
